id,name,family,price
573,Olive Jacket,Jacket,88.57
574,WhiteSmoke Jacket,Jacket,61.84
575,DarkCyan Sweatshirt,Sweatshirt,65.8
576,Crimson Sweatshirt,Sweatshirt,55.29
577,LightSalmon Sweatshirt,Sweatshirt,50.59
578,DarkViolet Shirt,Shirt,36.32
579,MediumPurple Shirt,Shirt,77.93
580,Ivory Sweatshirt,Sweatshirt,39.06
581,Plum Shirt,Shirt,20.53
582,DarkMagenta Sweatshirt,Sweatshirt,78.14
583,RoyalBlue Sweatshirt,Sweatshirt,95.23
584,Green Shirt,Shirt,69.16
585,LimeGreen Sweatshirt,Sweatshirt,41.27
586,LightGoldenRodYellow Shirt,Shirt,85.97
587,DarkTurquoise Sweatshirt,Sweatshirt,89.94
588,DeepPink Sweatshirt,Sweatshirt,37.88
589,SpringGreen Shirt,Shirt,36.34
590,Blue Shirt,Shirt,57.67
591,LightCyan Sweatshirt,Sweatshirt,58.29
592,BurlyWood Shirt,Shirt,67.66
593,NavajoWhite Sweatshirt,Sweatshirt,64.01
594,MintCream Shirt,Shirt,29.32
595,Wheat Sweatshirt,Sweatshirt,98.82
596,BurlyWood Sweatshirt,Sweatshirt,29.95
597,Maroon Jacket,Jacket,92.45
598,DarkOrchid Sweatshirt,Sweatshirt,48.36
599,DarkGoldenRod Jacket,Jacket,31.98
600,Bisque Sweatshirt,Sweatshirt,69.02
601,Lavender Shirt,Shirt,59.26
602,Coral Shirt,Shirt,33.6
603,DeepSkyBlue Shirt,Shirt,68.93
604,MidnightBlue Shirt,Shirt,38.42
605,SlateBlue Sweatshirt,Sweatshirt,88.22
606,DarkOrange Sweatshirt,Sweatshirt,25.71
607,DarkSalmon Sweatshirt,Sweatshirt,99.28
608,SaddleBrown Shirt,Shirt,23.68
609,PaleGreen Jacket,Jacket,80.06
610,CadetBlue Sweatshirt,Sweatshirt,62.62
611,DarkCyan Sweatshirt,Sweatshirt,55.36
612,SkyBlue Shirt,Shirt,80.56
613,Chartreuse Sweatshirt,Sweatshirt,74.23
614,Gold Shirt,Shirt,97.1
615,SteelBlue Sweatshirt,Sweatshirt,55.64
616,RoyalBlue Sweatshirt,Sweatshirt,41.45
617,DarkSeaGreen Sweatshirt,Sweatshirt,74.94
618,DarkOliveGreen Sweatshirt,Sweatshirt,51.63
619,MediumSpringGreen Shirt,Shirt,24.07
620,Thistle Sweatshirt,Sweatshirt,44.56
621,PaleTurquoise Sweatshirt,Sweatshirt,71.84
622,MidnightBlue Shirt,Shirt,28.39
623,HotPink Shirt,Shirt,30.61
624,OldLace Sweatshirt,Sweatshirt,28.27
625,PapayaWhip Jacket,Jacket,57.43
626,Khaki Shirt,Shirt,66.28
627,MediumSlateBlue Shirt,Shirt,61.39
628,DarkCyan Shirt,Shirt,54.17
629,SlateBlue Shirt,Shirt,76.35
630,DarkSlateBlue Jacket,Jacket,75.33
631,Red Sweatshirt,Sweatshirt,88.77
632,MediumBlue Shirt,Shirt,52.54
633,Pink Sweatshirt,Sweatshirt,55.83
634,YellowGreen Sweatshirt,Sweatshirt,67.37
635,LightGreen Shirt,Shirt,20.96
636,PowderBlue Sweatshirt,Sweatshirt,90.29
637,Linen Sweatshirt,Sweatshirt,38.75
638,DarkGray Sweatshirt,Sweatshirt,70.47
639,CadetBlue Sweatshirt,Sweatshirt,35.82
640,DarkOrange Sweatshirt,Sweatshirt,49.38
641,DarkSlateBlue Sweatshirt,Sweatshirt,49.1
642,LightSeaGreen Sweatshirt,Sweatshirt,74.38
643,Olive Sweatshirt,Sweatshirt,76.72
644,DarkGreen Sweatshirt,Sweatshirt,47.56
645,Plum Jacket,Jacket,44.03
646,LightYellow Shirt,Shirt,37.19
647,Silver Shirt,Shirt,97.09
648,DarkViolet Jacket,Jacket,94.16
649,DarkOrchid Sweatshirt,Sweatshirt,91.97
650,IndianRed Shirt,Shirt,98.38
651,DeepPink Shirt,Shirt,40.78
652,PapayaWhip Sweatshirt,Sweatshirt,43.54
653,FloralWhite Sweatshirt,Sweatshirt,29.06
654,MediumBlue Shirt,Shirt,87.82
655,Thistle Sweatshirt,Sweatshirt,69.77
656,GhostWhite Shirt,Shirt,29.57
657,Azure Jacket,Jacket,80.48
658,Blue Sweatshirt,Sweatshirt,94.82
659,BlanchedAlmond Sweatshirt,Sweatshirt,99.91
660,IndianRed Shirt,Shirt,73.99
661,OldLace Shirt,Shirt,81.12
662,Pink Jacket,Jacket,35.16
663,LemonChiffon Jacket,Jacket,20.85
664,Moccasin Shirt,Shirt,29.17
665,PowderBlue Sweatshirt,Sweatshirt,89.36
666,DeepSkyBlue Sweatshirt,Sweatshirt,36.9
667,GhostWhite Sweatshirt,Sweatshirt,64.2
668,HotPink Sweatshirt,Sweatshirt,74.03
669,Red Shirt,Shirt,27.59
670,Plum Sweatshirt,Sweatshirt,51.58
671,OldLace Sweatshirt,Sweatshirt,94.73
672,LightPink Sweatshirt,Sweatshirt,97.67
673,SandyBrown Jacket,Jacket,88.85
674,MidnightBlue Shirt,Shirt,62.88
675,OldLace Sweatshirt,Sweatshirt,34.98
676,Gold Shirt,Shirt,71.12
677,Lavender Sweatshirt,Sweatshirt,84.69
678,PaleGoldenRod Jacket,Jacket,78.24
679,Orange Sweatshirt,Sweatshirt,93.19
680,Peru Sweatshirt,Sweatshirt,47.02
681,GoldenRod Shirt,Shirt,97.69
682,LemonChiffon Shirt,Shirt,80.57
683,HoneyDew Sweatshirt,Sweatshirt,94.17
684,DarkGreen Sweatshirt,Sweatshirt,60.61
685,MediumSpringGreen Jacket,Jacket,77.79
686,Moccasin Shirt,Shirt,69.95
687,MediumVioletRed Jacket,Jacket,49.43
688,LawnGreen Sweatshirt,Sweatshirt,48.73
689,LightSkyBlue Shirt,Shirt,58.13
690,DarkSeaGreen Shirt,Shirt,77.47
691,Teal Sweatshirt,Sweatshirt,82.53
692,Magenta Shirt,Shirt,93.44
693,Chocolate Sweatshirt,Sweatshirt,80.87
694,OldLace Sweatshirt,Sweatshirt,96.11
695,Gold Shirt,Shirt,95.62
696,GreenYellow Sweatshirt,Sweatshirt,24.43
697,SeaGreen Sweatshirt,Sweatshirt,72.76
698,DarkCyan Jacket,Jacket,92.21
699,Chocolate Shirt,Shirt,92.79
700,LawnGreen Shirt,Shirt,71.07
701,Beige Sweatshirt,Sweatshirt,65.12
702,Fuchsia Jacket,Jacket,54.47
703,LightGray Shirt,Shirt,67.4
704,DarkSeaGreen Sweatshirt,Sweatshirt,98.14
705,PaleGreen Sweatshirt,Sweatshirt,99.0
706,Gold Jacket,Jacket,83.14
707,DarkOliveGreen Sweatshirt,Sweatshirt,73.31
708,AntiqueWhite Shirt,Shirt,60.82
709,DarkSalmon Sweatshirt,Sweatshirt,65.08
710,Indigo Sweatshirt,Sweatshirt,48.0
711,White Jacket,Jacket,81.66
712,Aqua Shirt,Shirt,51.22
713,Magenta Jacket,Jacket,97.47
714,DarkKhaki Sweatshirt,Sweatshirt,79.15
715,Gray Jacket,Jacket,83.69
716,MidnightBlue Shirt,Shirt,30.56
717,MidnightBlue Jacket,Jacket,59.15
718,SteelBlue Sweatshirt,Sweatshirt,51.37
719,SeaGreen Shirt,Shirt,87.06
720,SaddleBrown Sweatshirt,Sweatshirt,49.5
721,Snow Shirt,Shirt,50.76
722,LemonChiffon Sweatshirt,Sweatshirt,90.15
723,ForestGreen Shirt,Shirt,64.48
724,DarkCyan Sweatshirt,Sweatshirt,48.88
725,BlanchedAlmond Shirt,Shirt,97.73
726,MediumSpringGreen Shirt,Shirt,85.01
727,Turquoise Shirt,Shirt,51.16
728,SlateGray Jacket,Jacket,89.85
729,Aquamarine Jacket,Jacket,67.5
730,Gold Sweatshirt,Sweatshirt,31.16
731,AntiqueWhite Sweatshirt,Sweatshirt,52.08
732,MediumBlue Shirt,Shirt,94.35
733,LightSteelBlue Sweatshirt,Sweatshirt,95.6
734,Plum Jacket,Jacket,48.39
735,OldLace Sweatshirt,Sweatshirt,49.27
736,LightSalmon Shirt,Shirt,21.36
737,MediumVioletRed Jacket,Jacket,60.1
738,LavenderBlush Shirt,Shirt,45.08
739,PaleGreen Sweatshirt,Sweatshirt,42.43
740,DarkKhaki Shirt,Shirt,99.08
741,Plum Sweatshirt,Sweatshirt,41.45
742,MidnightBlue Sweatshirt,Sweatshirt,67.93
743,Turquoise Shirt,Shirt,45.87
744,LightCoral Sweatshirt,Sweatshirt,46.84
745,Coral Shirt,Shirt,65.41
746,PowderBlue Shirt,Shirt,26.11
747,Peru Shirt,Shirt,28.11
748,SeaShell Shirt,Shirt,28.09
749,RoyalBlue Sweatshirt,Sweatshirt,31.27
750,LemonChiffon Jacket,Jacket,86.3
751,Sienna Jacket,Jacket,54.74
752,AliceBlue Sweatshirt,Sweatshirt,31.32
753,Thistle Jacket,Jacket,35.18
754,DimGray Sweatshirt,Sweatshirt,92.33
755,Turquoise Sweatshirt,Sweatshirt,94.25
756,MediumSeaGreen Shirt,Shirt,93.91
757,Magenta Sweatshirt,Sweatshirt,87.71
758,AliceBlue Shirt,Shirt,31.87
759,DarkRed Sweatshirt,Sweatshirt,94.8
760,LightSteelBlue Sweatshirt,Sweatshirt,52.1
761,CornflowerBlue Shirt,Shirt,45.43
762,GoldenRod Jacket,Jacket,63.78
763,DarkSlateBlue Sweatshirt,Sweatshirt,58.05
764,SlateBlue Shirt,Shirt,53.35
765,LimeGreen Jacket,Jacket,96.28
766,Moccasin Sweatshirt,Sweatshirt,46.68
767,LawnGreen Shirt,Shirt,67.92
768,DarkCyan Sweatshirt,Sweatshirt,43.12
769,DarkGray Sweatshirt,Sweatshirt,81.27
770,White Sweatshirt,Sweatshirt,27.93
771,LavenderBlush Jacket,Jacket,57.5
772,OrangeRed Shirt,Shirt,31.71
773,LawnGreen Sweatshirt,Sweatshirt,29.07
774,AntiqueWhite Sweatshirt,Sweatshirt,38.97
775,BurlyWood Jacket,Jacket,27.17
776,Indigo Jacket,Jacket,85.15
777,MidnightBlue Jacket,Jacket,46.38
778,DarkGreen Shirt,Shirt,20.41
779,SpringGreen Sweatshirt,Sweatshirt,81.33
780,GoldenRod Shirt,Shirt,41.3
781,NavajoWhite Sweatshirt,Sweatshirt,72.17
782,Wheat Jacket,Jacket,62.9
783,LimeGreen Sweatshirt,Sweatshirt,43.81
784,PeachPuff Shirt,Shirt,87.62
785,White Shirt,Shirt,36.53
786,SlateGray Shirt,Shirt,79.05
787,LawnGreen Sweatshirt,Sweatshirt,48.26
788,Black Shirt,Shirt,66.54
789,HotPink Sweatshirt,Sweatshirt,59.06
790,ForestGreen Shirt,Shirt,79.88
791,Snow Sweatshirt,Sweatshirt,25.88
792,GreenYellow Shirt,Shirt,98.61
793,DeepPink Sweatshirt,Sweatshirt,51.34
794,YellowGreen Sweatshirt,Sweatshirt,70.67
795,Khaki Sweatshirt,Sweatshirt,63.99
796,FireBrick Sweatshirt,Sweatshirt,70.24
797,Lime Jacket,Jacket,98.93
798,Plum Jacket,Jacket,27.06
799,Moccasin Jacket,Jacket,94.26
800,Lime Jacket,Jacket,98.32
801,Sienna Jacket,Jacket,76.48
802,Aquamarine Shirt,Shirt,27.23
803,Aqua Shirt,Shirt,91.19
804,HoneyDew Sweatshirt,Sweatshirt,91.73
805,OldLace Shirt,Shirt,42.79
806,Magenta Sweatshirt,Sweatshirt,72.41
807,SeaShell Sweatshirt,Sweatshirt,33.62
808,Gold Sweatshirt,Sweatshirt,57.61
809,White Sweatshirt,Sweatshirt,41.77
810,BurlyWood Shirt,Shirt,28.22
811,Fuchsia Sweatshirt,Sweatshirt,29.39
812,DodgerBlue Jacket,Jacket,28.38
813,DarkOrange Shirt,Shirt,22.22
814,Crimson Sweatshirt,Sweatshirt,22.73
815,Purple Shirt,Shirt,43.76
816,Plum Shirt,Shirt,27.8
817,SlateBlue Shirt,Shirt,40.48
818,SkyBlue Sweatshirt,Sweatshirt,93.26
819,Indigo Sweatshirt,Sweatshirt,55.05
820,PeachPuff Shirt,Shirt,59.57
821,DodgerBlue Sweatshirt,Sweatshirt,26.3
822,SteelBlue Sweatshirt,Sweatshirt,51.85
823,RosyBrown Shirt,Shirt,20.11
824,DarkGreen Sweatshirt,Sweatshirt,51.41
825,DarkSlateBlue Sweatshirt,Sweatshirt,34.69
826,Ivory Sweatshirt,Sweatshirt,30.66
827,Peru Sweatshirt,Sweatshirt,92.2
828,DarkBlue Jacket,Jacket,87.65
829,HotPink Sweatshirt,Sweatshirt,86.78
830,Linen Jacket,Jacket,73.76
831,MintCream Sweatshirt,Sweatshirt,31.86
832,Purple Jacket,Jacket,32.59
833,Teal Sweatshirt,Sweatshirt,44.17
834,DarkGreen Shirt,Shirt,25.74
835,Red Sweatshirt,Sweatshirt,53.0
836,MidnightBlue Shirt,Shirt,61.6
837,HotPink Shirt,Shirt,64.74
838,DarkTurquoise Sweatshirt,Sweatshirt,81.88
839,MistyRose Sweatshirt,Sweatshirt,39.12
840,Sienna Sweatshirt,Sweatshirt,20.59
841,DarkViolet Jacket,Jacket,21.55
842,MediumVioletRed Jacket,Jacket,22.03
843,MediumOrchid Shirt,Shirt,34.23
844,MediumPurple Sweatshirt,Sweatshirt,28.7
845,WhiteSmoke Sweatshirt,Sweatshirt,23.04
846,SandyBrown Jacket,Jacket,78.54
847,BlanchedAlmond Sweatshirt,Sweatshirt,69.02
848,NavajoWhite Sweatshirt,Sweatshirt,57.79
849,Sienna Shirt,Shirt,47.46
850,BlanchedAlmond Jacket,Jacket,71.16
851,SlateGray Sweatshirt,Sweatshirt,88.12
852,Crimson Shirt,Shirt,92.19
853,DeepSkyBlue Shirt,Shirt,39.62
854,RosyBrown Shirt,Shirt,48.33
855,SpringGreen Sweatshirt,Sweatshirt,53.18
856,Brown Sweatshirt,Sweatshirt,44.16
857,SpringGreen Shirt,Shirt,64.64
858,Aqua Sweatshirt,Sweatshirt,44.55
859,PapayaWhip Sweatshirt,Sweatshirt,35.97
860,RosyBrown Shirt,Shirt,45.42
861,Sienna Shirt,Shirt,70.62
862,LightGray Jacket,Jacket,77.39
863,LightSalmon Sweatshirt,Sweatshirt,61.05
864,Plum Jacket,Jacket,31.33
865,Chartreuse Sweatshirt,Sweatshirt,92.41
866,DarkBlue Shirt,Shirt,33.58
867,WhiteSmoke Sweatshirt,Sweatshirt,32.0
868,Green Sweatshirt,Sweatshirt,43.72
869,White Sweatshirt,Sweatshirt,74.32
870,Purple Sweatshirt,Sweatshirt,31.75
871,Lavender Sweatshirt,Sweatshirt,22.47
872,DarkRed Sweatshirt,Sweatshirt,57.28
873,LightGray Jacket,Jacket,65.96
874,NavajoWhite Jacket,Jacket,77.67
875,Gold Jacket,Jacket,78.38
876,Sienna Jacket,Jacket,33.66
877,DarkKhaki Sweatshirt,Sweatshirt,99.83
878,DarkGoldenRod Shirt,Shirt,35.67
879,WhiteSmoke Sweatshirt,Sweatshirt,85.9
880,Moccasin Sweatshirt,Sweatshirt,89.34
881,MintCream Shirt,Shirt,29.71
882,SpringGreen Sweatshirt,Sweatshirt,45.21
883,DarkRed Jacket,Jacket,56.12
884,Ivory Shirt,Shirt,45.25
885,Plum Shirt,Shirt,88.86
886,Chartreuse Sweatshirt,Sweatshirt,89.83
887,DarkOrange Shirt,Shirt,36.87
888,PaleTurquoise Sweatshirt,Sweatshirt,60.44
889,SandyBrown Sweatshirt,Sweatshirt,71.03
890,PaleGreen Shirt,Shirt,60.66
891,YellowGreen Shirt,Shirt,67.61
892,Crimson Sweatshirt,Sweatshirt,45.15
893,DimGray Sweatshirt,Sweatshirt,28.31
894,MediumBlue Shirt,Shirt,52.54
895,Salmon Shirt,Shirt,90.18
896,BlanchedAlmond Sweatshirt,Sweatshirt,50.48
897,DeepPink Sweatshirt,Sweatshirt,87.95
898,DarkMagenta Sweatshirt,Sweatshirt,26.04
899,DarkKhaki Shirt,Shirt,22.45
900,Linen Jacket,Jacket,94.47
901,LightYellow Sweatshirt,Sweatshirt,66.85
902,SeaGreen Shirt,Shirt,51.99
903,BlueViolet Shirt,Shirt,92.7
904,Khaki Sweatshirt,Sweatshirt,63.09
905,DarkTurquoise Sweatshirt,Sweatshirt,25.52
906,Salmon Shirt,Shirt,92.11
907,Beige Sweatshirt,Sweatshirt,93.0
908,MintCream Sweatshirt,Sweatshirt,47.94
909,DarkOliveGreen Sweatshirt,Sweatshirt,21.05
910,Chartreuse Jacket,Jacket,55.63
911,FloralWhite Sweatshirt,Sweatshirt,66.73
912,White Jacket,Jacket,82.43
913,LemonChiffon Jacket,Jacket,47.75
914,GreenYellow Shirt,Shirt,32.25
915,ForestGreen Shirt,Shirt,77.83
916,Blue Sweatshirt,Sweatshirt,37.24
917,LawnGreen Sweatshirt,Sweatshirt,79.15
918,PaleTurquoise Shirt,Shirt,88.58
919,DarkGoldenRod Sweatshirt,Sweatshirt,28.36
920,AliceBlue Jacket,Jacket,22.45
921,Violet Shirt,Shirt,51.57
922,LemonChiffon Shirt,Shirt,90.96
923,MediumTurquoise Sweatshirt,Sweatshirt,43.1
924,Beige Jacket,Jacket,49.62
925,LightGreen Sweatshirt,Sweatshirt,60.82
926,SeaShell Jacket,Jacket,48.34
927,Purple Shirt,Shirt,51.65
928,DarkTurquoise Sweatshirt,Sweatshirt,57.28
929,HoneyDew Shirt,Shirt,89.29
930,SteelBlue Shirt,Shirt,99.15
931,Blue Sweatshirt,Sweatshirt,52.03
932,Peru Sweatshirt,Sweatshirt,48.92
933,Azure Jacket,Jacket,64.04
934,Silver Sweatshirt,Sweatshirt,64.48
935,LightSkyBlue Sweatshirt,Sweatshirt,39.82
936,PaleGoldenRod Sweatshirt,Sweatshirt,75.57
937,Magenta Shirt,Shirt,66.41
938,DarkMagenta Jacket,Jacket,32.49
939,BlanchedAlmond Sweatshirt,Sweatshirt,20.02
940,LightGray Shirt,Shirt,53.38
941,GhostWhite Shirt,Shirt,77.71
942,BlanchedAlmond Sweatshirt,Sweatshirt,80.74
943,GoldenRod Jacket,Jacket,45.24
944,AntiqueWhite Shirt,Shirt,93.98
945,Tan Shirt,Shirt,99.55
946,ForestGreen Shirt,Shirt,91.55
947,HotPink Jacket,Jacket,92.73
948,Bisque Shirt,Shirt,54.41
949,DarkSlateBlue Sweatshirt,Sweatshirt,63.03
950,DodgerBlue Sweatshirt,Sweatshirt,75.83
951,LightBlue Sweatshirt,Sweatshirt,39.01
952,DarkOrange Shirt,Shirt,32.28
953,DarkSlateGray Shirt,Shirt,90.2
954,Purple Shirt,Shirt,93.62
955,LightCyan Shirt,Shirt,88.74
956,OliveDrab Jacket,Jacket,74.48
957,LightPink Shirt,Shirt,58.43
958,NavajoWhite Sweatshirt,Sweatshirt,35.56
959,DeepPink Jacket,Jacket,23.44
960,SlateBlue Sweatshirt,Sweatshirt,75.35
961,Olive Sweatshirt,Sweatshirt,24.13
962,MediumTurquoise Sweatshirt,Sweatshirt,49.72
963,Tomato Sweatshirt,Sweatshirt,81.9
964,DarkViolet Shirt,Shirt,82.92
965,SeaGreen Jacket,Jacket,92.51
966,BlanchedAlmond Shirt,Shirt,54.05
967,DodgerBlue Jacket,Jacket,75.61
968,Ivory Shirt,Shirt,80.65
969,LightPink Jacket,Jacket,23.92
970,Pink Shirt,Shirt,80.54
971,LemonChiffon Sweatshirt,Sweatshirt,86.33
972,OrangeRed Shirt,Shirt,46.16
973,Maroon Shirt,Shirt,62.14
974,DeepSkyBlue Sweatshirt,Sweatshirt,20.01
975,Navy Sweatshirt,Sweatshirt,92.67
976,MediumBlue Sweatshirt,Sweatshirt,75.58
977,Green Sweatshirt,Sweatshirt,70.63
978,Fuchsia Shirt,Shirt,81.7
979,MediumPurple Sweatshirt,Sweatshirt,69.2
980,LightPink Sweatshirt,Sweatshirt,71.22
981,Gold Sweatshirt,Sweatshirt,87.5
982,BlanchedAlmond Shirt,Shirt,92.12
983,BlueViolet Jacket,Jacket,27.29
984,Gold Sweatshirt,Sweatshirt,71.33
985,YellowGreen Jacket,Jacket,97.5
986,Moccasin Shirt,Shirt,89.14
987,Black Shirt,Shirt,87.76
988,SkyBlue Sweatshirt,Sweatshirt,40.57
989,Violet Sweatshirt,Sweatshirt,84.06
990,SlateGray Sweatshirt,Sweatshirt,65.14
991,Salmon Sweatshirt,Sweatshirt,35.31
992,DarkTurquoise Sweatshirt,Sweatshirt,29.72
993,Green Sweatshirt,Sweatshirt,33.52
994,SaddleBrown Shirt,Shirt,54.92
995,DimGray Sweatshirt,Sweatshirt,41.73
996,OldLace Shirt,Shirt,52.98
997,Cornsilk Sweatshirt,Sweatshirt,59.44
998,Ivory Shirt,Shirt,97.47
999,LightSeaGreen Shirt,Shirt,46.97
1000,Fuchsia Sweatshirt,Sweatshirt,90.45
1001,DeepPink Shirt,Shirt,22.37
1002,RoyalBlue Sweatshirt,Sweatshirt,44.37
1003,PaleGoldenRod Sweatshirt,Sweatshirt,22.27
1004,Sienna Sweatshirt,Sweatshirt,73.23
1005,Linen Shirt,Shirt,65.74
1006,DarkOrange Sweatshirt,Sweatshirt,24.43
1007,SeaGreen Shirt,Shirt,98.73
1008,LightBlue Shirt,Shirt,72.01
1009,SkyBlue Shirt,Shirt,21.19
1010,LightCoral Jacket,Jacket,88.38
1011,HotPink Sweatshirt,Sweatshirt,46.71
1012,Maroon Shirt,Shirt,39.73
1013,PaleVioletRed Sweatshirt,Sweatshirt,47.84
1014,MidnightBlue Shirt,Shirt,22.01
1015,Snow Sweatshirt,Sweatshirt,34.38
1016,DarkViolet Sweatshirt,Sweatshirt,30.75
1017,Red Shirt,Shirt,35.95
1018,Olive Sweatshirt,Sweatshirt,51.37
1019,Tomato Shirt,Shirt,36.68
1020,Magenta Sweatshirt,Sweatshirt,52.86
1021,Tomato Shirt,Shirt,64.17
1022,LightPink Shirt,Shirt,98.07
1023,LightYellow Sweatshirt,Sweatshirt,81.66
1024,SaddleBrown Sweatshirt,Sweatshirt,45.44
1025,DarkCyan Shirt,Shirt,91.77
1026,DeepPink Shirt,Shirt,74.97
1027,SlateGray Jacket,Jacket,46.26
1028,MidnightBlue Shirt,Shirt,28.19
1029,SteelBlue Jacket,Jacket,74.23
1030,GhostWhite Shirt,Shirt,58.36
1031,LawnGreen Sweatshirt,Sweatshirt,74.78
1032,SkyBlue Shirt,Shirt,42.09
1033,Indigo Shirt,Shirt,58.56
1034,LightYellow Sweatshirt,Sweatshirt,82.87
1035,LightBlue Sweatshirt,Sweatshirt,95.35
1036,CadetBlue Sweatshirt,Sweatshirt,60.82
1037,DarkTurquoise Jacket,Jacket,47.12
1038,Thistle Sweatshirt,Sweatshirt,45.67
1039,DodgerBlue Shirt,Shirt,53.64
1040,DarkViolet Shirt,Shirt,96.43
1041,SandyBrown Jacket,Jacket,47.65
1042,OrangeRed Sweatshirt,Sweatshirt,29.01
1043,Beige Jacket,Jacket,22.85
1044,LightSkyBlue Shirt,Shirt,86.57
1045,MediumSlateBlue Sweatshirt,Sweatshirt,66.42
1046,PaleTurquoise Sweatshirt,Sweatshirt,42.46
1047,GreenYellow Sweatshirt,Sweatshirt,76.38
1048,Olive Sweatshirt,Sweatshirt,30.32
1049,OrangeRed Sweatshirt,Sweatshirt,81.5
1050,Tomato Sweatshirt,Sweatshirt,95.09
1051,LimeGreen Sweatshirt,Sweatshirt,76.36
1052,Sienna Sweatshirt,Sweatshirt,71.39
1053,Yellow Sweatshirt,Sweatshirt,34.52
1054,LimeGreen Sweatshirt,Sweatshirt,96.64
1055,LightSalmon Sweatshirt,Sweatshirt,22.41
1056,Khaki Jacket,Jacket,63.02
1057,LimeGreen Sweatshirt,Sweatshirt,32.52
1058,LightSkyBlue Jacket,Jacket,70.11
1059,Gainsboro Shirt,Shirt,40.89
1060,RosyBrown Sweatshirt,Sweatshirt,86.33
1061,DarkBlue Shirt,Shirt,49.26
1062,Snow Jacket,Jacket,65.19
1063,CornflowerBlue Jacket,Jacket,21.8
1064,Fuchsia Sweatshirt,Sweatshirt,50.67
1065,WhiteSmoke Shirt,Shirt,76.64
1066,Magenta Jacket,Jacket,65.58
1067,Snow Jacket,Jacket,81.89
1068,Lime Shirt,Shirt,93.75
1069,Plum Shirt,Shirt,85.62
1070,FloralWhite Sweatshirt,Sweatshirt,27.76
1071,MediumSpringGreen Shirt,Shirt,38.75
1072,MediumSlateBlue Sweatshirt,Sweatshirt,27.87
1073,Thistle Shirt,Shirt,21.89
1074,Maroon Sweatshirt,Sweatshirt,67.2
1075,LightCoral Jacket,Jacket,59.91
1076,MediumSeaGreen Jacket,Jacket,57.67
1077,SeaGreen Sweatshirt,Sweatshirt,39.4
1078,DarkViolet Sweatshirt,Sweatshirt,24.87
1079,Gray Sweatshirt,Sweatshirt,25.06
1080,DarkOliveGreen Shirt,Shirt,28.75
1081,Red Jacket,Jacket,84.29
1082,IndianRed Sweatshirt,Sweatshirt,74.15
1083,HotPink Shirt,Shirt,55.94
1084,WhiteSmoke Sweatshirt,Sweatshirt,40.75
1085,MediumTurquoise Shirt,Shirt,72.86
1086,Chocolate Sweatshirt,Sweatshirt,71.96
1087,GreenYellow Shirt,Shirt,26.81
1088,ForestGreen Sweatshirt,Sweatshirt,57.76
1089,DarkGreen Sweatshirt,Sweatshirt,56.6
1090,WhiteSmoke Shirt,Shirt,50.68
1091,DarkBlue Shirt,Shirt,29.01
1092,DarkSeaGreen Sweatshirt,Sweatshirt,36.27
1093,DarkOliveGreen Shirt,Shirt,83.65
1094,DarkOliveGreen Sweatshirt,Sweatshirt,51.01
1095,Peru Sweatshirt,Sweatshirt,22.29
1096,Indigo Shirt,Shirt,99.14
1097,DarkOliveGreen Shirt,Shirt,28.57
1098,Pink Sweatshirt,Sweatshirt,45.05
1099,PaleVioletRed Shirt,Shirt,91.27
1100,GreenYellow Sweatshirt,Sweatshirt,31.71
1101,CornflowerBlue Shirt,Shirt,87.65
1102,MediumVioletRed Shirt,Shirt,24.43
1103,White Sweatshirt,Sweatshirt,49.86
1104,Beige Jacket,Jacket,52.49
1105,DarkBlue Sweatshirt,Sweatshirt,33.65
1106,MediumVioletRed Shirt,Shirt,90.03
1107,DarkMagenta Sweatshirt,Sweatshirt,74.92
1108,LightGoldenRodYellow Sweatshirt,Sweatshirt,78.44
1109,Snow Jacket,Jacket,65.07
1110,NavajoWhite Shirt,Shirt,30.94
1111,RoyalBlue Shirt,Shirt,42.07
1112,Magenta Shirt,Shirt,52.61
1113,MediumOrchid Sweatshirt,Sweatshirt,64.21
1114,Green Jacket,Jacket,55.04
1115,Turquoise Shirt,Shirt,65.85
1116,Chartreuse Sweatshirt,Sweatshirt,46.85
1117,Pink Sweatshirt,Sweatshirt,99.74
1118,LightSeaGreen Sweatshirt,Sweatshirt,50.14
1119,Silver Shirt,Shirt,52.08
1120,Maroon Sweatshirt,Sweatshirt,53.55
1121,PaleVioletRed Sweatshirt,Sweatshirt,97.84
1122,Indigo Jacket,Jacket,34.53
1123,PaleVioletRed Sweatshirt,Sweatshirt,83.65
1124,Bisque Sweatshirt,Sweatshirt,42.1
1125,DarkKhaki Sweatshirt,Sweatshirt,30.85
1126,PaleTurquoise Sweatshirt,Sweatshirt,60.0
1127,Brown Sweatshirt,Sweatshirt,46.92
1128,LightPink Shirt,Shirt,86.21
1129,RoyalBlue Jacket,Jacket,37.85
1130,SkyBlue Sweatshirt,Sweatshirt,49.58
1131,BlueViolet Shirt,Shirt,83.35
1132,MediumAquaMarine Shirt,Shirt,95.8
1133,MediumSlateBlue Sweatshirt,Sweatshirt,48.5
1134,LemonChiffon Shirt,Shirt,96.97
1135,IndianRed Shirt,Shirt,80.68
1136,Gold Sweatshirt,Sweatshirt,35.02
1137,DeepSkyBlue Shirt,Shirt,87.35
1138,MediumVioletRed Shirt,Shirt,76.19
1139,YellowGreen Shirt,Shirt,88.64
